,Unnamed: 0,Unnamed: 0.1,Package Name,App Version Code,App Version Name,Reviewer Language,Device,Review Submit Date and Time,Review Submit Millis Since Epoch,Review Last Update Date and Time,Review Last Update Millis Since Epoch,Star Rating,Review Title,Review Text,Developer Reply Date and Time,Developer Reply Millis Since Epoch,Developer Reply Text,Review Link
0,0,0,com.kai.kaiticketing,,,id,a71,8,1627777685399,2021-08-01T00:28:05Z,1627777685399,5,,,,,,
1,1,1,com.kai.kaiticketing,91.0,4.5.0,id,Infinix-X680B,8,1627781012079,2021-08-01T01:23:32Z,1627781012079,3,,,,,,
2,2,2,com.kai.kaiticketing,91.0,4.5.0,id,pine,8,1627782542376,2021-08-01T01:49:03Z,1627782543751,5,,,,,,
3,3,3,com.kai.kaiticketing,92.0,4.5.1,id,CPH1723,8,1627789918784,2021-08-01T03:51:58Z,1627789918784,4,,,,,,
4,4,4,com.kai.kaiticketing,92.0,4.5.1,id,a6lte,8,1627791859287,2021-08-01T04:24:19Z,1627791859287,5,,Praktis dan mudah... hemat waktu... 👍👍,,,,http://play.google.com/console/developers/7684598256376423497/app/4972691018625421883/user-feedback/review-details?reviewId=gp:AOqpTOH-ET5d5ps6oU9mVspc-ZsUN_gjGZSqupcHc-W5k--qGl_lurRiPtIukkrr2sku5j0DMdSTbZISamE3&corpus=PUBLIC_REVIEWS
5,5,5,com.kai.kaiticketing,88.0,4.4.7,id,CPH1909,8,1627792740070,2021-08-01T04:39:00Z,1627792740070,5,,Lebih mudah,,,,http://play.google.com/console/developers/7684598256376423497/app/4972691018625421883/user-feedback/review-details?reviewId=gp:AOqpTOHVK7KrqhhCvSXkVdBof4agzA_6ud8sYPuBm2KLNi_z2OyeXWGOxGejl2Nr0kag4rg9pGd70k6c8CSA&corpus=PUBLIC_REVIEWS
6,6,6,com.kai.kaiticketing,90.0,4.4.9,id,CPH1819,8,1627794560820,2021-08-01T05:09:20Z,1627794560820,5,,,,,,
7,7,7,com.kai.kaiticketing,92.0,4.5.1,id,OP4B80L1,8,1626353360802,2021-08-01T05:48:01Z,1627796881344,1,,sering force close tolong benerin lagi aplikasi nya min,,,,http://play.google.com/console/developers/7684598256376423497/app/4972691018625421883/user-feedback/review-details?reviewId=gp:AOqpTOF1PuFIHkYR3_QjgHMfRMdq1bMeYnd00gAviYJysJQxvnLbPtLSsH495LthUWYqkPy9220BtvL1AcgB&corpus=PUBLIC_REVIEWS
8,8,8,com.kai.kaiticketing,,,id,OP4C51L1,8,1627797726590,2021-08-01T06:02:06Z,1627797726590,5,,,,,,
9,9,9,com.kai.kaiticketing,89.0,4.4.8,id,a51,8,1627798019439,2021-08-01T06:06:59Z,1627798019439,5,,,,,,
