,Unnamed: 0,Unnamed: 0.1,Package Name,App Version Code,App Version Name,Reviewer Language,Device,Review Submit Date and Time,Review Submit Millis Since Epoch,Review Last Update Date and Time,Review Last Update Millis Since Epoch,Star Rating,Review Title,Review Text,Developer Reply Date and Time,Developer Reply Millis Since Epoch,Developer Reply Text,Review Link
0,0,0,com.kai.kaiticketing,,,en,m20lte,7,1625099875473,2021-07-01T00:37:55Z,1625099875473,5,,,,,,
1,1,1,com.kai.kaiticketing,90.0,4.4.9,id,1201,7,1625100205595,2021-07-01T01:08:14Z,1625101694056,1,,Pemesanan 2 bulan sebelum keberangkatan ko ga bisa di pesen kak?? Edit : Dari Kediri ke pasar senen Jakarta Saya sudah cek Ko Pembelian gagal coba lagi Mohon maaf aplikasi tidak bisa menanggapi apakah anda ingin menutupnya Abis itu Keluar sendiri Dari apk Saya sudah isi formulir Pendaftaran Ternyata Zonk buluk hancor ga bisa. 😭😭😭 Gimana kak salam kenal hehe 😁,2021-07-01T01:28:07Z,1625102887014.0,"baik kak, aplikasi keluar sendiri ketika proses apa ya kak? di halaman apa?",http://play.google.com/console/developers/7684598256376423497/app/4972691018625421883/user-feedback/review-details?reviewId=gp:AOqpTOEYpttaymYvh0Ld2WhZmwg3nd1yDTAjJYBTlmEBBafBCJR3TVZnGSBJDg-Y6GpiBjhB85fJ6I3B7Fhf&corpus=PUBLIC_REVIEWS
2,2,2,com.kai.kaiticketing,90.0,4.4.9,id,r7,7,1625104271932,2021-07-01T01:51:11Z,1625104271932,5,,,,,,
3,3,3,com.kai.kaiticketing,,,en,OP4EFDL1,7,1625109737289,2021-07-01T03:22:17Z,1625109737289,5,,,,,,
4,4,4,com.kai.kaiticketing,90.0,4.4.9,id,j6primelte,7,1625111712709,2021-07-01T03:55:24Z,1625111724023,2,,"Hallo admin kai. Kalau bisa di update kedepannya di beri info tiketnya tersedia kursi apa tersedia berdiri . Calon penumpang biar tahu kondisi. Lebih di tingkatkan lagi ya aplikasinya karena sangat membantu. Sementara 2 bintang dulu, nanti jika update nya ada keterangan tersedia tiket duduk atau berdiri di kasih 5 bintang. Terima kasih👍",,,,http://play.google.com/console/developers/7684598256376423497/app/4972691018625421883/user-feedback/review-details?reviewId=gp:AOqpTOEm5jt9ETex1PejU0xpd6DwvVz6ibhkolmm4CFBqjqVjp6GGLZaoAtbICnbkj5SpMaad9Md8NnuaKdD&corpus=PUBLIC_REVIEWS
5,5,5,com.kai.kaiticketing,91.0,4.5.0,id,star2lte,7,1625111997868,2021-07-01T04:00:17Z,1625112017638,4,,"Untuk opsi pembayaran tolong lain kali tambahakan via ovo, shopee dll🙏☺️",,,,http://play.google.com/console/developers/7684598256376423497/app/4972691018625421883/user-feedback/review-details?reviewId=gp:AOqpTOEEA14eMjFcDqFPqtJyMGDgoO42IpOJ3zZXOfrKovKXwFHTgrSk1cun_RCku4jpGnCue2jD3dv5XKlD&corpus=PUBLIC_REVIEWS
6,6,6,com.kai.kaiticketing,,,id,a32,7,1625032230767,2021-07-01T04:31:52Z,1625113912266,1,,Saya mereskejul tiket keharga yang lebih murah tapi sisa biaya dari kereta sebelum nya ilang gitu aja. Merugikan custumer kalo kayak gitu kalo mesen dalam jumlah banyak.,,,,http://play.google.com/console/developers/7684598256376423497/app/4972691018625421883/user-feedback/review-details?reviewId=gp:AOqpTOFoBtiv99CnFJ90reFg2Gh6VKW2mOkJQzo6kdhbkuaM7HytRJkEW16eR_NidTkgcrzFRZN8N_rusBGv&corpus=PUBLIC_REVIEWS
7,7,7,com.kai.kaiticketing,88.0,4.4.7,id,platina,7,1552484293401,2021-07-01T05:00:21Z,1625115621791,5,,"Respon membantu perubahan data akun via email baik banget, selalu direspon. Berikan informasi yang jelas untuk membantu respon cepat di followup, God Job.",,,,http://play.google.com/console/developers/7684598256376423497/app/4972691018625421883/user-feedback/review-details?reviewId=gp:AOqpTOGZCCON9b5rSCZS-as0c9e9tty1N8Q4baL5jex8HSjq13JyFUoz5jX4RAZayRszqvH3Qf6JHHT9ImT3&corpus=PUBLIC_REVIEWS
8,8,8,com.kai.kaiticketing,90.0,4.4.9,en,nikel,7,1625116026437,2021-07-01T05:07:06Z,1625116026437,5,,,,,,
9,9,9,com.kai.kaiticketing,90.0,4.4.9,id,j8y18lte,7,1622990977958,2021-07-01T05:29:46Z,1625117386816,5,,,,,,
10,10,10,com.kai.kaiticketing,90.0,4.4.9,en,a21s,7,1540417013276,2021-07-01T06:01:51Z,1625119311231,4,,,,,,
11,11,11,com.kai.kaiticketing,,,id,whyred,7,1625119763790,2021-07-01T06:09:23Z,1625119763790,5,,,,,,
12,12,12,com.kai.kaiticketing,90.0,4.4.9,en,c2s,7,1625120447474,2021-07-01T06:20:47Z,1625120447474,5,,,,,,
13,13,13,com.kai.kaiticketing,88.0,4.4.7,id,merlin,7,1625120592391,2021-07-01T06:23:12Z,1625120592391,5,,,,,,
14,14,14,com.kai.kaiticketing,91.0,4.5.0,id,RMX1971,7,1625122191062,2021-07-01T06:49:51Z,1625122191062,5,,,,,,
15,15,15,com.kai.kaiticketing,90.0,4.4.9,id,1904,7,1625127143427,2021-07-01T08:12:23Z,1625127143427,5,,,,,,
16,16,16,com.kai.kaiticketing,,,id,dandelion,7,1625131240074,2021-07-01T09:20:40Z,1625131240074,5,,,,,,
17,17,17,com.kai.kaiticketing,91.0,4.5.0,id,RMX1941,7,1625131244631,2021-07-01T09:20:44Z,1625131244631,2,,Kenapa saya sudah mendaftar tetapi tidak bisa masuk,,,,http://play.google.com/console/developers/7684598256376423497/app/4972691018625421883/user-feedback/review-details?reviewId=gp:AOqpTOEsY4O5cKeFnsFq5tELTiLkf9pFnnCYzmooye-mgL1icvFUvg00FpiBFpp19MJkrjHu-RQB2qPcNGyy&corpus=PUBLIC_REVIEWS
