,Unnamed: 0,Unnamed: 0.1,Package Name,App Version Code,App Version Name,Reviewer Language,Device,Review Submit Date and Time,Review Submit Millis Since Epoch,Review Last Update Date and Time,Review Last Update Millis Since Epoch,Star Rating,Review Title,Review Text,Developer Reply Date and Time,Developer Reply Millis Since Epoch,Developer Reply Text,Review Link
0,0,0,com.kai.kaiticketing,84.0,4.4.3,id,X9009,4,1617235759116,2021-04-01T00:09:19Z,1617235759116,5,,Mantaap,,,,http://play.google.com/console/developers/7684598256376423497/app/4972691018625421883/user-feedback/review-details?reviewId=gp:AOqpTOERzV3W2GQd6alry65D-bRSMJhgK3rWJEq2woJBJpghj-jYV46gPJHDV7UrEgEwEDTvnaxdGsLQLjpU&corpus=PUBLIC_REVIEWS
1,1,1,com.kai.kaiticketing,85.0,4.4.4,id,1904,4,1617236926993,2021-04-01T00:28:46Z,1617236926993,5,,,,,,
2,2,2,com.kai.kaiticketing,84.0,4.4.3,id,a71,4,1617239886389,2021-04-01T01:18:06Z,1617239886389,5,,,,,,
3,3,3,com.kai.kaiticketing,86.0,4.4.5,en,CPH1605,4,1617240275443,2021-04-01T01:24:35Z,1617240275443,5,,,,,,
4,4,4,com.kai.kaiticketing,84.0,4.4.3,id,RMX2180,4,1617240464223,2021-04-01T01:27:44Z,1617240464223,5,,,,,,
5,5,5,com.kai.kaiticketing,85.0,4.4.4,id,crownlte,4,1617243269551,2021-04-01T02:14:29Z,1617243269551,5,,,,,,
6,6,6,com.kai.kaiticketing,81.0,4.4.1,id,a50,4,1617243291704,2021-04-01T02:14:51Z,1617243291704,5,,Sangat membantu,,,,http://play.google.com/console/developers/7684598256376423497/app/4972691018625421883/user-feedback/review-details?reviewId=gp:AOqpTOH21U7QCaVgj0ovSrYNg5TduuO5nQ1VuJ-khTCPRWOiiNeWBpY4yyscNtJYRQ0LzhDNgNmEebeMkzvp&corpus=PUBLIC_REVIEWS
7,7,7,com.kai.kaiticketing,84.0,4.4.3,id,whyred,4,1617246371803,2021-04-01T03:06:11Z,1617246371803,5,,,,,,
8,8,8,com.kai.kaiticketing,88.0,4.4.7,en,a9y18qlte,4,1617246726044,2021-04-01T03:12:06Z,1617246726044,1,,"setiap mau cancel tiket via KAI access, button ""berikutnya"" ga bisa. kenapa sih?",2021-04-01T10:18:41Z,1617272321889.0,"halo kak, coba install / update ""android system webview"" dan juga ""google chrome"" dari playstore dulu ya kak lalu coba kembali kai accessnya",http://play.google.com/console/developers/7684598256376423497/app/4972691018625421883/user-feedback/review-details?reviewId=gp:AOqpTOEZt7Q3qFj4_l-HIHmWKhSk9fvM1bolqS3AmZtvVCNlOlCQ8JbmqPHUv_PvkxZJLyvDOOYXGVu89mHo&corpus=PUBLIC_REVIEWS
9,9,9,com.kai.kaiticketing,88.0,4.4.7,id,nicklaus_f,4,1617246925706,2021-04-01T03:15:25Z,1617246925706,1,,Pembayarannya koq gak bisa via indo dan alfa ya skrng,2021-04-01T10:17:26Z,1617272246114.0,indomaret bisa ya kak,http://play.google.com/console/developers/7684598256376423497/app/4972691018625421883/user-feedback/review-details?reviewId=gp:AOqpTOHChC3b8QUbDvon1GB8m4mRC7TuE1uHex9APxg2KwHqXYFXbViQugHIdGRVQLZfPqjjTWs7QoFf2lco&corpus=PUBLIC_REVIEWS
10,10,10,com.kai.kaiticketing,88.0,4.4.7,id,a30,4,1617247699807,2021-04-01T03:28:19Z,1617247699807,5,,Lebih mudah akses nya Tapi mohon untuk jdwal kereta lokal diperbanyak,,,,http://play.google.com/console/developers/7684598256376423497/app/4972691018625421883/user-feedback/review-details?reviewId=gp:AOqpTOFiJ4OAn8w2OQwxhiS-fDGmSFhmD5gDlpwvMfWnlR2fWD0DCDKLt1TbGBkMBQP5JoPdhZKy-Lm8-CXg&corpus=PUBLIC_REVIEWS
11,11,11,com.kai.kaiticketing,88.0,4.4.7,id,j7elte,4,1617247726051,2021-04-01T03:28:46Z,1617247726051,5,,Ketepatan keberangkatan dan kedatangan perlu di pertahankan,,,,http://play.google.com/console/developers/7684598256376423497/app/4972691018625421883/user-feedback/review-details?reviewId=gp:AOqpTOHaQV6jqDVum_eoabX78hS5Cl7uWFzQKDnfpvmMH4bGYj-_n-tZZ_c4vxGSQD0XjKIaZWLzLA9J-NVy&corpus=PUBLIC_REVIEWS
12,12,12,com.kai.kaiticketing,,,id,jadelte,4,1617248348849,2021-04-01T03:39:08Z,1617248348849,5,,,,,,
13,13,13,com.kai.kaiticketing,78.0,4.3.8,id,a20s,4,1617248459590,2021-04-01T03:40:59Z,1617248459590,5,,,,,,
14,14,14,com.kai.kaiticketing,88.0,4.4.7,id,lavender,4,1617248523091,2021-04-01T03:42:03Z,1617248523091,3,,Mau pesan tiket KA Lokal tapi tidak bisa diteruskan ke proses pembayarannya pakai link aja.,,,,http://play.google.com/console/developers/7684598256376423497/app/4972691018625421883/user-feedback/review-details?reviewId=gp:AOqpTOFyqBegZwI5GrnTqspwx_ThvYMvVcPnt3PCE2EJhhid5twB4ArWnYStIY2W6mBClWAQv4f8F__sw60L&corpus=PUBLIC_REVIEWS
15,15,15,com.kai.kaiticketing,81.0,4.4.1,id,HWCAM-H,4,1617248928449,2021-04-01T03:48:48Z,1617248928449,5,,,,,,
16,16,16,com.kai.kaiticketing,84.0,4.4.3,id,Infinix-X650C,4,1617250256312,2021-04-01T04:10:56Z,1617250256312,5,,,,,,
